bill	bill_id	chamber	roll_call_id	date	tally	rolls_in_chamber	engrossed_texts	status	chapter	question_from_history	title	description	disposition	reason
H0452	2014454	house	1528016	2025-03-26	51-15	1	0	4	267		Relates to the appropriation to the Public Schools Educational Support Program's Division of the Idaho Digital Learning Academy for fiscal year 2026.	APPROPRIATIONS -- PUBLIC SCHOOLS -- IDAHO DIGITAL LEARNING ACADEMY DIVISION -- Relates to the appropriation to the Public Schools Educational Support Program's Division of the Idaho Digital Learning Academy for fiscal ye	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0452	2014454	senate	1531338	2025-03-31	27-8	1	0	4	267	Read third time in full -- PASSED 27-8-0	Relates to the appropriation to the Public Schools Educational Support Program's Division of the Idaho Digital Learning Academy for fiscal year 2026.	APPROPRIATIONS -- PUBLIC SCHOOLS -- IDAHO DIGITAL LEARNING ACADEMY DIVISION -- Relates to the appropriation to the Public Schools Educational Support Program's Division of the Idaho Digital Learning Academy for fiscal ye	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0453	2014468	house	1528433	2025-03-26	66-0	1	0	4	268		Relates to the appropriation to the Public Schools Educational Support Program's Division of Facilities for fiscal year 2026.	APPROPRIATIONS -- PUBLIC SCHOOLS -- FACILITIES DIVISION -- Relates to the appropriation to the Public Schools Educational Support Program's Division of Facilities for fiscal year 2026.	out-of-gate:not-divided	
H0453	2014468	senate	1531322	2025-03-31	33-1	1	0	4	268	Read third time in full -- PASSED 33-1-1	Relates to the appropriation to the Public Schools Educational Support Program's Division of Facilities for fiscal year 2026.	APPROPRIATIONS -- PUBLIC SCHOOLS -- FACILITIES DIVISION -- Relates to the appropriation to the Public Schools Educational Support Program's Division of Facilities for fiscal year 2026.	out-of-gate:not-divided	
H0454	2014566	house	1528076	2025-03-26	66-0	1	0	4	269		Relates to the appropriation to the Public Schools Educational Support Program's Division of Teachers for fiscal year 2026.	APPROPRIATIONS -- PUBLIC SCHOOLS -- DIVISION OF TEACHERS -- Relates to the appropriation to the Public Schools Educational Support Program's Division of Teachers for fiscal year 2026.	out-of-gate:not-divided	
H0454	2014566	senate	1532727	2025-03-31	33-1	1	0	4	269	Read third time in full -- PASSED 33-1-1 -Engelking	Relates to the appropriation to the Public Schools Educational Support Program's Division of Teachers for fiscal year 2026.	APPROPRIATIONS -- PUBLIC SCHOOLS -- DIVISION OF TEACHERS -- Relates to the appropriation to the Public Schools Educational Support Program's Division of Teachers for fiscal year 2026.	out-of-gate:not-divided	
H0455	2014624	house	1537309	2025-04-03	49-20	1	0	4	319	Read Third Time in Full -- PASSED 49-20-1	Relates to the appropriation to the Department of Environmental Quality for fiscal years 2025 and 2026.	APPROPRIATIONS -- DEPARTMENT OF ENVIRONMENTAL QUALITY -- Relates to the appropriation to the Department of Environmental Quality for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0455	2014624	senate	1537310	2025-04-03	25-10	1	0	4	319	Read in full as required) -- PASSED 25-10-0	Relates to the appropriation to the Department of Environmental Quality for fiscal years 2025 and 2026.	APPROPRIATIONS -- DEPARTMENT OF ENVIRONMENTAL QUALITY -- Relates to the appropriation to the Department of Environmental Quality for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0457	2015219	house	1529353	2025-03-27	68-0	1	0	4	283		Adds to existing law to provide that certain fees related to animal adoption and rescue are not subject to sales and use taxes.	TAXATION -- Adds to existing law to provide that certain fees related to animal adoption and rescue are not subject to sales and use taxes.	out-of-gate:not-divided	
H0457	2015219	senate	1534812	2025-04-02	35-0	1	0	4	283	Read in full as required) -- PASSED 35-0-0	Adds to existing law to provide that certain fees related to animal adoption and rescue are not subject to sales and use taxes.	TAXATION -- Adds to existing law to provide that certain fees related to animal adoption and rescue are not subject to sales and use taxes.	out-of-gate:not-divided	
H0459	2015327	house	1530459	2025-03-28	68-0	1	0	4	284		Relates to the appropriation to the Department of Labor for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF LABOR -- Relates to the appropriation to the Department of Labor for fiscal year 2026.	out-of-gate:not-divided	
H0459	2015327	senate	1533341	2025-04-01	34-0	1	0	4	284	Read in full as required) -- PASSED 34-0-1	Relates to the appropriation to the Department of Labor for fiscal year 2026.	APPROPRIATIONS -- DEPARTMENT OF LABOR -- Relates to the appropriation to the Department of Labor for fiscal year 2026.	out-of-gate:not-divided	
H0460	2015453	house	1530092	2025-03-28	49-20	1	0	4	285		Relates to the appropriation to the Division of Vocational Rehabilitation for fiscal years 2025 and 2026.	APPROPRIATIONS -- DIVISION OF VOCATIONAL REHABILITATION -- Relates to the appropriation to the Division of Vocational Rehabilitation for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0460	2015453	senate	1534308	2025-04-01	25-9	1	0	4	285	Read in full as required) -- PASSED 25-9-1	Relates to the appropriation to the Division of Vocational Rehabilitation for fiscal years 2025 and 2026.	APPROPRIATIONS -- DIVISION OF VOCATIONAL REHABILITATION -- Relates to the appropriation to the Division of Vocational Rehabilitation for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0461	2015792	house	1530428	2025-03-28	51-16	1	0	2			Amends existing law to revise provisions regarding the Idaho Launch Grant Program and the In-Demand Careers Fund.	EDUCATION -- Amends existing law to revise provisions regarding the Idaho Launch Grant Program and the In-Demand Careers Fund.	out-of-gate:not-enacted	
H0463	2015922	house	1534363	2025-04-01	69-0	1	0	2			Amends existing law to revise provisions regarding termination of parent and child relationships.	JUVENILE PROCEEDINGS -- Amends existing law to revise provisions regarding termination of parent and child relationships.	out-of-gate:not-enacted	
H0464	2016066	house	1531033	2025-03-31	46-24	1	0	4	286	Read Third Time in Full -- PASSED 46-24-0	Relates to the appropriation to the State Department of Education for fiscal years 2025 and 2026.	APPROPRIATIONS -- DEPARTMENT OF EDUCATION -- Relates to the appropriation to the State Department of Education for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0464	2016066	senate	1532854	2025-04-01	24-9	1	0	4	286	Read in full as required) -- PASSED 24-9-2 -Engelking	Relates to the appropriation to the State Department of Education for fiscal years 2025 and 2026.	APPROPRIATIONS -- DEPARTMENT OF EDUCATION -- Relates to the appropriation to the State Department of Education for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0465	2016040	house	1532690	2025-03-31	50-20	1	0	4	287	Read Third Time in Full -- PASSED 50-20-0	Relates to the appropriation to the Public Schools Educational Support Program's Division of Student Support for fiscal years 2025 and 2026.	APPROPRIATIONS -- PUBLIC SCHOOLS -- DIVISION OF STUDENT SUPPORT -- Relates to the appropriation to the Public Schools Educational Support Program's Division of Student Support for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0465	2016040	senate	1532691	2025-04-01	27-6	1	0	4	287	Read in full as required) -- PASSED 27-6-2 -Engelking	Relates to the appropriation to the Public Schools Educational Support Program's Division of Student Support for fiscal years 2025 and 2026.	APPROPRIATIONS -- PUBLIC SCHOOLS -- DIVISION OF STUDENT SUPPORT -- Relates to the appropriation to the Public Schools Educational Support Program's Division of Student Support for fiscal years 2025 and 2026.	out-of-gate:not-divided	
H0466	2016015	house	1532684	2025-03-31	65-5	1	0	4	288	Read Third Time in Full -- PASSED 65-5-0	Relates to the appropriation to the Idaho State Historical Society State Treasurer for fiscal year 2025.	APPROPRIATIONS -- STATE HISTORICAL SOCIETY TREASURER -- Relates to the appropriation to the Idaho State Historical Society State Treasurer for fiscal year 2025.	out-of-gate:not-divided	
H0466	2016015	senate	1532685	2025-04-01	29-4	1	0	4	288	Read in full as required) -- PASSED 29-4-2	Relates to the appropriation to the Idaho State Historical Society State Treasurer for fiscal year 2025.	APPROPRIATIONS -- STATE HISTORICAL SOCIETY TREASURER -- Relates to the appropriation to the Idaho State Historical Society State Treasurer for fiscal year 2025.	out-of-gate:not-divided	
H0468	2016534	house	1533093	2025-04-01	41-28	1	0	4	289		Relates to the appropriation to the Industrial Commission for fiscal years 2025 and 2026.	APPROPRIATIONS -- INDUSTRIAL COMMISSION -- Relates to the appropriation to the Industrial Commission for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0468	2016534	senate	1534636	2025-04-02	24-11	1	0	4	289	Read in full as required) -- PASSED 24-11-0	Relates to the appropriation to the Industrial Commission for fiscal years 2025 and 2026.	APPROPRIATIONS -- INDUSTRIAL COMMISSION -- Relates to the appropriation to the Industrial Commission for fiscal years 2025 and 2026.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0469	2016358	house	1533006	2025-04-01	69-0	1	0	4	290		Relates to the appropriation to the Idaho Transportation Department for fiscal year 2026.	APPROPRIATIONS -- IDAHO TRANSPORTATION DEPARTMENT -- Relates to the appropriation to the Idaho Transportation Department for fiscal year 2026.	out-of-gate:not-divided	
H0469	2016358	senate	1534600	2025-04-02	35-0	1	0	4	290	Read in full as required) -- PASSED 35-0-0	Relates to the appropriation to the Idaho Transportation Department for fiscal year 2026.	APPROPRIATIONS -- IDAHO TRANSPORTATION DEPARTMENT -- Relates to the appropriation to the Idaho Transportation Department for fiscal year 2026.	out-of-gate:not-divided	
H0470	2017958	house	1535860	2025-04-02	65-0	1	0	2			Adds to existing law to provide for the Idaho personnel reduction act and to provide for the reporting of state employee travel expenses.	STATE BUDGET -- Adds to existing law to provide for the Idaho personnel reduction act and to provide for the reporting of state employee travel expenses.	out-of-gate:not-enacted	
